"bill_id","sub_id","bill_date","bill_year","bill_month","billing_month","period_start","period_end","billed_amount","bill_status","_leakage_flag","first_name","last_name","phone","region","signup_date","subscriber_status","plan_id","plan_name","monthly_fee","plan_data_gb","plan_voice_min","total_data_mb","total_voice_min","total_sms","_data_flag","_data_utilization_pct","ticket_count","open_ticket_count","_resolution_flag","avg_days_to_resolve","churn_date","churn_reason","has_churned"
2027,1133,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Unpaid","REVENUE_LEAK","Kevin","Anderson","555-956491","Northeast","2024-09-23","Active","PL002","Standard",35.00,15,300,8014,37,246,"WITHIN_ALLOWANCE",52.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2026,1133,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Kevin","Anderson","555-956491","Northeast","2024-09-23","Active","PL002","Standard",35.00,15,300,13773,944,119,"WITHIN_ALLOWANCE",89.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2028,1134,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Kimberly","Thomas","555-980063","Northeast","2025-04-29","Cancelled","PL001","Starter",20.00,5,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-07-11","Competitor Offer",True
2029,1135,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Mark","Harris","555-219444","Northeast","2024-08-30","Cancelled","PL001","Starter",20.00,5,100,NULL,NULL,NULL,NULL,NULL,1,0,"OPEN_NO_RESOLUTION",NULL,"2025-08-11","Moving",True
2031,1136,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Sarah","Scott","555-459260","West","2024-02-17","Active","PL002","Standard",35.00,15,300,8444,874,54,"WITHIN_ALLOWANCE",55.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2030,1136,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Sarah","Scott","555-459260","West","2024-02-17","Active","PL002","Standard",35.00,15,300,5277,112,171,"WITHIN_ALLOWANCE",34.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2033,1137,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Jason","Jones","555-222057","West","2023-07-30","Active","PL002","Standard",35.00,15,300,12245,986,189,"WITHIN_ALLOWANCE",79.7,1,0,"RESOLVED",44.0,NULL,NULL,False
2032,1137,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Jason","Jones","555-222057","West","2023-07-30","Active","PL002","Standard",35.00,15,300,18194,1182,190,"OVER_ALLOWANCE",118.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2035,1138,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Sarah","Baker","555-208336","Southeast","2024-07-20","Active","PL001","Starter",20.00,5,100,20836,529,233,"OVER_ALLOWANCE",407.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2034,1138,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Unpaid","REVENUE_LEAK","Sarah","Baker","555-208336","Southeast","2024-07-20","Active","PL001","Starter",20.00,5,100,3352,1488,145,"WITHIN_ALLOWANCE",65.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2036,1140,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Helen","Martinez","555-538046","Northeast","2024-09-24","Suspended","PL001","Starter",20.00,5,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
2038,1141,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Adam","Hill","555-516705","Midwest","2022-01-28","Active","PL001","Starter",20.00,5,100,22646,676,241,"OVER_ALLOWANCE",442.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2037,1141,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Adam","Hill","555-516705","Midwest","2022-01-28","Active","PL001","Starter",20.00,5,100,28726,471,230,"OVER_ALLOWANCE",561.1,NULL,NULL,NULL,NULL,NULL,NULL,False
2040,1142,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Karen","Robinson","555-604486","Southwest","2023-10-25","Active","PL003","Plus",50.00,30,600,23343,184,25,"WITHIN_ALLOWANCE",76.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2039,1142,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Karen","Robinson","555-604486","Southwest","2023-10-25","Active","PL003","Plus",50.00,30,600,20917,188,141,"WITHIN_ALLOWANCE",68.1,NULL,NULL,NULL,NULL,NULL,NULL,False
2042,1143,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Ashley","White","555-535595","Midwest","2022-03-26","Active","PL002","Standard",35.00,15,300,18333,572,121,"OVER_ALLOWANCE",119.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2041,1143,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Ashley","White","555-535595","Midwest","2022-03-26","Active","PL002","Standard",35.00,15,300,14412,1428,83,"WITHIN_ALLOWANCE",93.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2044,1144,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Unpaid","REVENUE_LEAK","George","Thompson","555-117613","Southwest","2021-06-07","Active","PL002","Standard",35.00,15,300,21590,552,113,"OVER_ALLOWANCE",140.6,1,0,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
2043,1144,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","George","Thompson","555-117613","Southwest","2021-06-07","Active","PL002","Standard",35.00,15,300,18202,1357,168,"OVER_ALLOWANCE",118.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2046,1145,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Paid","OK","Sarah","Rodriguez","555-759152","West","2021-01-15","Active","PL005","Family",90.00,120,2000,25337,745,128,"WITHIN_ALLOWANCE",20.6,NULL,NULL,NULL,NULL,NULL,NULL,False
2045,1145,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Sarah","Rodriguez","555-759152","West","2021-01-15","Active","PL005","Family",90.00,120,2000,6411,28,224,"WITHIN_ALLOWANCE",5.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2048,1146,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","John","Carter","555-360986","Southeast","2024-08-04","Active","PL001","Starter",20.00,5,100,14485,978,2,"OVER_ALLOWANCE",282.9,NULL,NULL,NULL,NULL,NULL,NULL,False
2047,1146,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","John","Carter","555-360986","Southeast","2024-08-04","Active","PL001","Starter",20.00,5,100,13224,778,209,"OVER_ALLOWANCE",258.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2050,1147,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Nicole","Jones","555-338741","Southwest","2023-10-12","Active","PL001","Starter",20.00,5,100,20292,828,270,"OVER_ALLOWANCE",396.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2049,1147,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Nicole","Jones","555-338741","Southwest","2023-10-12","Active","PL001","Starter",20.00,5,100,29977,884,200,"OVER_ALLOWANCE",585.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2052,1148,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Overdue","REVENUE_LEAK","John","Lopez","555-329783","Southwest","2022-03-03","Active","PL002","Standard",35.00,15,300,4881,621,285,"WITHIN_ALLOWANCE",31.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2051,1148,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","John","Lopez","555-329783","Southwest","2022-03-03","Active","PL002","Standard",35.00,15,300,6781,824,247,"WITHIN_ALLOWANCE",44.1,1,0,"RESOLVED",5.0,NULL,NULL,False
2054,1149,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Paid","OK","Paul","Moore","555-929916","Northeast","2021-11-19","Active","PL005","Family",90.00,120,2000,23239,1139,175,"WITHIN_ALLOWANCE",18.9,NULL,NULL,NULL,NULL,NULL,NULL,False
2053,1149,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Paul","Moore","555-929916","Northeast","2021-11-19","Active","PL005","Family",90.00,120,2000,2682,1111,51,"WITHIN_ALLOWANCE",2.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2056,1150,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Cynthia","Thompson","555-601912","Northeast","2025-03-07","Active","PL003","Plus",50.00,30,600,28101,886,119,"WITHIN_ALLOWANCE",91.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2055,1150,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Cynthia","Thompson","555-601912","Northeast","2025-03-07","Active","PL003","Plus",50.00,30,600,21454,107,153,"WITHIN_ALLOWANCE",69.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2058,1151,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Samantha","Rodriguez","555-611713","West","2022-07-01","Active","PL001","Starter",20.00,5,100,16099,307,99,"OVER_ALLOWANCE",314.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2057,1151,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Samantha","Rodriguez","555-611713","West","2022-07-01","Active","PL001","Starter",20.00,5,100,12563,382,237,"OVER_ALLOWANCE",245.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2060,1152,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Overdue","REVENUE_LEAK","Elizabeth","Campbell","555-355361","Southeast","2025-07-12","Active","PL002","Standard",35.00,15,300,26311,300,196,"OVER_ALLOWANCE",171.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2059,1152,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Elizabeth","Campbell","555-355361","Southeast","2025-07-12","Active","PL002","Standard",35.00,15,300,2409,55,1,"WITHIN_ALLOWANCE",15.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2062,1153,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Steven","Jones","555-327058","West","2021-09-18","Active","PL002","Standard",35.00,15,300,1669,1042,67,"WITHIN_ALLOWANCE",10.9,NULL,NULL,NULL,NULL,NULL,NULL,False
2061,1153,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Steven","Jones","555-327058","West","2021-09-18","Active","PL002","Standard",35.00,15,300,7587,1236,253,"WITHIN_ALLOWANCE",49.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2064,1154,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Brian","Roberts","555-582840","Midwest","2024-03-06","Active","PL002","Standard",35.00,15,300,25806,790,118,"OVER_ALLOWANCE",168.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2063,1154,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Brian","Roberts","555-582840","Midwest","2024-03-06","Active","PL002","Standard",35.00,15,300,19569,1224,274,"OVER_ALLOWANCE",127.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2065,1155,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Helen","Anderson","555-937843","Midwest","2023-02-11","Suspended","PL002","Standard",35.00,15,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
2066,1156,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Diana","Harris","555-247185","Southwest","2022-01-09","Suspended","PL005","Family",90.00,120,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
2068,1157,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Adam","Walker","555-327023","Southeast","2025-06-23","Active","PL002","Standard",35.00,15,300,177,1013,39,"WITHIN_ALLOWANCE",1.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2067,1157,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Adam","Walker","555-327023","Southeast","2025-06-23","Active","PL002","Standard",35.00,15,300,27603,1398,49,"OVER_ALLOWANCE",179.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2069,1158,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Chris","Thompson","555-482142","West","2021-04-16","Suspended","PL002","Standard",35.00,15,300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
2071,1159,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Overdue","REVENUE_LEAK","Amanda","Thompson","555-225827","Midwest","2023-12-28","Active","PL004","Premium",70.00,60,1200,29798,628,171,"WITHIN_ALLOWANCE",48.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2070,1159,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Amanda","Thompson","555-225827","Midwest","2023-12-28","Active","PL004","Premium",70.00,60,1200,8757,675,220,"WITHIN_ALLOWANCE",14.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2073,1160,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Overdue","REVENUE_LEAK","Kevin","Anderson","555-969973","Midwest","2025-09-25","Active","PL003","Plus",50.00,30,600,1403,1138,217,"WITHIN_ALLOWANCE",4.6,NULL,NULL,NULL,NULL,NULL,NULL,False
2072,1160,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Kevin","Anderson","555-969973","Midwest","2025-09-25","Active","PL003","Plus",50.00,30,600,10144,981,197,"WITHIN_ALLOWANCE",33.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2075,1161,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Kimberly","Lee","555-668422","West","2023-11-20","Active","PL004","Premium",70.00,60,1200,2295,269,112,"WITHIN_ALLOWANCE",3.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2074,1161,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Kimberly","Lee","555-668422","West","2023-11-20","Active","PL004","Premium",70.00,60,1200,12625,744,96,"WITHIN_ALLOWANCE",20.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2077,1162,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Melissa","Campbell","555-908225","Southwest","2021-06-10","Active","PL003","Plus",50.00,30,600,16406,110,96,"WITHIN_ALLOWANCE",53.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2076,1162,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Melissa","Campbell","555-908225","Southwest","2021-06-10","Active","PL003","Plus",50.00,30,600,5231,1136,152,"WITHIN_ALLOWANCE",17.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2079,1163,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Frank","Perez","555-571804","Southeast","2022-06-18","Active","PL002","Standard",35.00,15,300,11643,493,100,"WITHIN_ALLOWANCE",75.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2078,1163,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Unpaid","REVENUE_LEAK","Frank","Perez","555-571804","Southeast","2022-06-18","Active","PL002","Standard",35.00,15,300,9465,1270,35,"WITHIN_ALLOWANCE",61.6,1,0,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
2081,1164,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Kevin","Carter","555-640346","Northeast","2025-04-23","Active","PL001","Starter",20.00,5,100,27264,1345,183,"OVER_ALLOWANCE",532.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2080,1164,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Kevin","Carter","555-640346","Northeast","2025-04-23","Active","PL001","Starter",20.00,5,100,3433,1367,190,"WITHIN_ALLOWANCE",67.1,NULL,NULL,NULL,NULL,NULL,NULL,False
2082,1165,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Michelle","Thomas","555-924744","West","2023-02-07","Cancelled","PL003","Plus",50.00,30,600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2025-06-05","Moving",True
2083,1166,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Overdue","REVENUE_LEAK","Ashley","Hall","555-432305","Southeast","2023-04-06","Suspended","PL001","Starter",20.00,5,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,False
2085,1167,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Angela","Flores","555-591118","Northeast","2021-08-28","Active","PL001","Starter",20.00,5,100,3467,681,234,"WITHIN_ALLOWANCE",67.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2084,1167,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Angela","Flores","555-591118","Northeast","2021-08-28","Active","PL001","Starter",20.00,5,100,11028,1398,100,"OVER_ALLOWANCE",215.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2087,1168,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Paid","OK","Jason","Lewis","555-624615","Northeast","2021-10-06","Active","PL004","Premium",70.00,60,1200,20182,510,0,"WITHIN_ALLOWANCE",32.8,3,1,"RESOLVED",30.7,NULL,NULL,False
2086,1168,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Overdue","REVENUE_LEAK","Jason","Lewis","555-624615","Northeast","2021-10-06","Active","PL004","Premium",70.00,60,1200,22361,1304,47,"WITHIN_ALLOWANCE",36.4,1,1,"OPEN_NO_RESOLUTION",NULL,NULL,NULL,False
2089,1169,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Jennifer","Taylor","555-712412","Southeast","2022-10-21","Active","PL001","Starter",20.00,5,100,24558,1313,220,"OVER_ALLOWANCE",479.6,1,0,"RESOLVED",8.0,NULL,NULL,False
2088,1169,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Jennifer","Taylor","555-712412","Southeast","2022-10-21","Active","PL001","Starter",20.00,5,100,964,236,164,"WITHIN_ALLOWANCE",18.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2091,1170,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Emily","Thomas","555-111135","West","2022-07-08","Active","PL002","Standard",35.00,15,300,26992,691,254,"OVER_ALLOWANCE",175.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2090,1170,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Emily","Thomas","555-111135","West","2022-07-08","Active","PL002","Standard",35.00,15,300,10630,151,9,"WITHIN_ALLOWANCE",69.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2093,1171,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Paid","OK","Michael","Ramirez","555-142982","Northeast","2024-04-16","Active","PL005","Family",90.00,120,2000,3465,272,292,"WITHIN_ALLOWANCE",2.8,NULL,NULL,NULL,NULL,NULL,NULL,False
2092,1171,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Michael","Ramirez","555-142982","Northeast","2024-04-16","Active","PL005","Family",90.00,120,2000,12339,955,124,"WITHIN_ALLOWANCE",10.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2095,1172,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Paul","Wilson","555-203328","Southeast","2021-01-21","Active","PL003","Plus",50.00,30,600,4758,1326,280,"WITHIN_ALLOWANCE",15.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2094,1172,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Unpaid","REVENUE_LEAK","Paul","Wilson","555-203328","Southeast","2021-01-21","Active","PL003","Plus",50.00,30,600,12589,822,241,"WITHIN_ALLOWANCE",41.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2097,1173,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Unpaid","REVENUE_LEAK","Megan","Walker","555-770986","Southeast","2021-05-03","Active","PL001","Starter",20.00,5,100,12320,501,112,"OVER_ALLOWANCE",240.6,NULL,NULL,NULL,NULL,NULL,NULL,False
2096,1173,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Megan","Walker","555-770986","Southeast","2021-05-03","Active","PL001","Starter",20.00,5,100,12390,1307,137,"OVER_ALLOWANCE",242.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2099,1174,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Angela","Miller","555-850254","Midwest","2022-08-07","Active","PL001","Starter",20.00,5,100,1687,136,222,"WITHIN_ALLOWANCE",32.9,NULL,NULL,NULL,NULL,NULL,NULL,False
2098,1174,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Angela","Miller","555-850254","Midwest","2022-08-07","Active","PL001","Starter",20.00,5,100,5114,948,286,"WITHIN_ALLOWANCE",99.9,NULL,NULL,NULL,NULL,NULL,NULL,False
2101,1175,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Ashley","Sanchez","555-653259","West","2022-11-21","Active","PL001","Starter",20.00,5,100,10496,266,2,"OVER_ALLOWANCE",205.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2100,1175,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Ashley","Sanchez","555-653259","West","2022-11-21","Active","PL001","Starter",20.00,5,100,17393,986,27,"OVER_ALLOWANCE",339.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2103,1176,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Jason","Mitchell","555-335604","West","2024-09-27","Active","PL001","Starter",20.00,5,100,937,628,138,"WITHIN_ALLOWANCE",18.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2102,1176,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Jason","Mitchell","555-335604","West","2024-09-27","Active","PL001","Starter",20.00,5,100,1312,1239,73,"WITHIN_ALLOWANCE",25.6,NULL,NULL,NULL,NULL,NULL,NULL,False
2105,1177,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Diana","Miller","555-288027","Northeast","2023-10-15","Active","PL002","Standard",35.00,15,300,3122,356,213,"WITHIN_ALLOWANCE",20.3,NULL,NULL,NULL,NULL,NULL,NULL,False
2104,1177,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Paid","OK","Diana","Miller","555-288027","Northeast","2023-10-15","Active","PL002","Standard",35.00,15,300,25075,1250,195,"OVER_ALLOWANCE",163.2,NULL,NULL,NULL,NULL,NULL,NULL,False
2107,1178,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",20.00,"Paid","OK","Edward","Lee","555-606872","Northeast","2025-03-23","Active","PL001","Starter",20.00,5,100,15754,1449,242,"OVER_ALLOWANCE",307.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2106,1178,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",20.00,"Paid","OK","Edward","Lee","555-606872","Northeast","2025-03-23","Active","PL001","Starter",20.00,5,100,942,744,123,"WITHIN_ALLOWANCE",18.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2109,1179,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",90.00,"Overdue","REVENUE_LEAK","Cynthia","Wright","555-438163","Northeast","2021-10-06","Active","PL005","Family",90.00,120,2000,29944,394,287,"WITHIN_ALLOWANCE",24.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2108,1179,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",90.00,"Paid","OK","Cynthia","Wright","555-438163","Northeast","2021-10-06","Active","PL005","Family",90.00,120,2000,3369,150,71,"WITHIN_ALLOWANCE",2.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2111,1180,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Maria","Johnson","555-383285","Northeast","2023-02-14","Active","PL003","Plus",50.00,30,600,12135,1416,31,"WITHIN_ALLOWANCE",39.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2110,1180,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Maria","Johnson","555-383285","Northeast","2023-02-14","Active","PL003","Plus",50.00,30,600,19998,298,118,"WITHIN_ALLOWANCE",65.1,NULL,NULL,NULL,NULL,NULL,NULL,False
2113,1181,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",50.00,"Paid","OK","Mark","Rivera","555-970690","West","2025-09-11","Active","PL003","Plus",50.00,30,600,5723,901,222,"WITHIN_ALLOWANCE",18.6,NULL,NULL,NULL,NULL,NULL,NULL,False
2112,1181,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",50.00,"Paid","OK","Mark","Rivera","555-970690","West","2025-09-11","Active","PL003","Plus",50.00,30,600,9422,941,210,"WITHIN_ALLOWANCE",30.7,NULL,NULL,NULL,NULL,NULL,NULL,False
2115,1183,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",70.00,"Overdue","REVENUE_LEAK","Adam","Sanchez","555-246654","West","2024-11-17","Active","PL004","Premium",70.00,60,1200,20281,532,146,"WITHIN_ALLOWANCE",33.0,NULL,NULL,NULL,NULL,NULL,NULL,False
2114,1183,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",70.00,"Paid","OK","Adam","Sanchez","555-246654","West","2024-11-17","Active","PL004","Premium",70.00,60,1200,8226,543,259,"WITHIN_ALLOWANCE",13.4,NULL,NULL,NULL,NULL,NULL,NULL,False
2117,1184,"2026-01-01",2026,1,"2026-01","2026-01-01","2026-01-31",35.00,"Paid","OK","Paul","Baker","555-940232","Northeast","2021-08-17","Active","PL002","Standard",35.00,15,300,8365,120,70,"WITHIN_ALLOWANCE",54.5,NULL,NULL,NULL,NULL,NULL,NULL,False
2116,1184,"2025-12-01",2025,12,"2025-12","2025-12-01","2025-12-31",35.00,"Unpaid","REVENUE_LEAK","Paul","Baker","555-940232","Northeast","2021-08-17","Active","PL002","Standard",35.00,15,300,5648,1495,106,"WITHIN_ALLOWANCE",36.8,NULL,NULL,NULL,NULL,NULL,NULL,False
